"","Cust_id","Freq","Recency","last_trans","Monetary Value","R_Score","F_Score","M_Score","M_SCORE","Segments"
"3235","16726",4,14,"2011-11-13",1382.02,3,2,2,2,"Need Attention"
"3237","16728",4,17,"2011-10-24",1054.67,2,2,2,2,"Need Attention"
"3238","16729",19,16,"2011-11-01",7221.48,2,5,5,5,"Loyal Customers"
"3239","16730",3,18,"2011-10-18",743.11,2,1,1,1,"About to Sleep"
"3242","16735",4,22,"2011-09-22",2300.56,1,2,4,4,"About to Sleep"
"3247","16743",6,15,"2011-11-10",2238.09,3,3,4,4,"About to Sleep"
"3248","16744",7,12,"2011-11-28",1304.76,4,4,2,2,"About to Sleep"
"3249","16745",17,23,"2011-09-14",7170.7,1,5,5,5,"About to Sleep"
"3250","16746",17,11,"2011-12-05",6694.31,5,5,5,5,"Champions"
"3252","16748",5,13,"2011-11-22",1515.9,4,3,3,3,"About to Sleep"
"3253","16750",5,17,"2011-10-26",623.93,2,3,1,1,"About to Sleep"
"3258","16755",3,27,"2011-08-17",1484.63,1,1,3,3,"About to Sleep"
"3264","16762",3,13,"2011-11-20",1501.38,4,1,3,3,"Potential Customers"
"3266","16764",13,11,"2011-12-06",2758.25,5,5,4,4,"Champions"
"3269","16767",8,15,"2011-11-09",5580.6,3,4,5,5,"Loyal Customers"
"3270","16768",3,17,"2011-10-23",458.04,2,1,1,1,"About to Sleep"
"3272","16770",5,19,"2011-10-13",744.9,2,3,1,1,"About to Sleep"
"3273","16771",5,15,"2011-11-06",2246.81,3,3,4,4,"About to Sleep"
"3275","16774",4,20,"2011-10-03",661.52,2,2,1,1,"About to Sleep"
"3276","16775",11,12,"2011-11-29",1695.66,4,5,3,3,"About to Sleep"
"3280","16779",21,11,"2011-12-07",10548.75,5,5,5,5,"Champions"
"3283","16782",13,12,"2011-11-29",2279.9,4,5,4,4,"Champions"
"3287","16790",6,11,"2011-12-06",1545.62,5,3,3,3,"About to Sleep"
"3288","16791",6,15,"2011-11-10",1706.28,3,3,3,3,"Need Attention"
"3291","16794",8,11,"2011-12-08",1210.89,5,4,2,2,"About to Sleep"
"3295","16801",4,34,"2011-06-29",1619.73,1,2,3,3,"About to Sleep"
"3299","16806",4,25,"2011-08-28",801.49,1,2,1,1,"About to Sleep"
"3300","16807",3,31,"2011-07-20",1121.59,1,1,2,2,"Hibernating"
"3302","16809",5,14,"2011-11-16",912.74,3,3,2,2,"Need Attention"
"3306","16813",10,12,"2011-12-01",1692.98,4,5,3,3,"About to Sleep"
"3307","16814",21,12,"2011-11-25",6500.6,4,5,5,5,"Champions"
"3308","16816",4,25,"2011-08-28",417.06,1,2,1,1,"About to Sleep"
"3309","16817",9,11,"2011-12-07",1604.75,5,4,3,3,"About to Sleep"
"3310","16818",11,12,"2011-11-29",3349.57,4,5,4,4,"Champions"
"3319","16832",3,37,"2011-06-08",199.15,1,1,1,1,"Lost Customers"
"3320","16833",3,11,"2011-12-08",1106.53,5,1,2,2,"About to Sleep"
"3324","16837",9,15,"2011-11-08",3170.98,3,4,4,4,"Loyal Customers"
"3326","16839",32,12,"2011-12-01",16594.35,4,5,5,5,"Champions"
"3327","16841",6,16,"2011-11-03",1869.82,2,3,3,3,"Need Attention"
"3328","16842",3,25,"2011-08-31",1264.19,1,1,2,2,"Hibernating"
"3329","16843",12,16,"2011-10-28",10196.57,2,5,5,5,"Loyal Customers"
"3335","16851",3,11,"2011-12-05",342.45,5,1,1,1,"Recent Customers"
"3343","16866",3,30,"2011-07-22",207.74,1,1,1,1,"Lost Customers"
"3344","16869",4,14,"2011-11-17",825.42,3,2,1,1,"Promising Customers"
"3345","16871",5,14,"2011-11-17",2812.34,3,3,4,4,"About to Sleep"
"3346","16872",3,21,"2011-09-23",680.02,1,1,1,1,"Lost Customers"
"3347","16873",6,11,"2011-12-05",7123.62,5,3,5,5,"About to Sleep"
"3348","16875",4,20,"2011-10-03",2095.53,2,2,3,3,"Need Attention"
"3349","16877",6,12,"2011-11-27",853.72,4,3,2,2,"About to Sleep"
"3351","16880",6,15,"2011-11-09",1519.08,3,3,3,3,"Need Attention"
"3353","16882",3,20,"2011-10-04",705.12,2,1,1,1,"About to Sleep"
"3356","16885",3,13,"2011-11-24",471.51,4,1,1,1,"Promising Customers"
"3358","16889",3,38,"2011-05-29",1578.67,1,1,3,3,"About to Sleep"
"3359","16891",5,11,"2011-12-08",809.7,5,3,1,1,"About to Sleep"
"3360","16892",4,11,"2011-12-08",512.79,5,2,1,1,"About to Sleep"
"3364","16898",3,14,"2011-11-13",508.81,3,1,1,1,"Promising Customers"
"3365","16899",6,11,"2011-12-02",1281.56,5,3,2,2,"About to Sleep"
"3366","16900",3,13,"2011-11-23",887.11,4,1,2,2,"Promising Customers"
"3369","16904",15,11,"2011-12-05",3754.27,5,5,4,4,"Champions"
"3370","16905",6,11,"2011-12-04",3085.48,5,3,4,4,"About to Sleep"
"3371","16906",4,22,"2011-09-19",579.77,1,2,1,1,"About to Sleep"
"3372","16907",5,15,"2011-11-10",981.65,3,3,2,2,"Need Attention"
"3374","16910",8,11,"2011-12-05",1510.06,5,4,3,3,"About to Sleep"
"3375","16912",6,14,"2011-11-11",2575.38,3,3,4,4,"About to Sleep"
"3378","16915",6,12,"2011-11-30",621.68,4,3,1,1,"About to Sleep"
"3381","16918",5,17,"2011-10-21",1043.34,2,3,2,2,"Need Attention"
"3382","16919",11,33,"2011-07-06",2596.45,1,5,4,4,"About to Sleep"
"3384","16923",16,12,"2011-11-27",7100.28,4,5,5,5,"Champions"
"3385","16924",3,13,"2011-11-18",739.5,4,1,1,1,"Promising Customers"
"3387","16927",3,27,"2011-08-16",543.05,1,1,1,1,"Lost Customers"
"3388","16928",17,22,"2011-09-20",2846.35,1,5,4,4,"About to Sleep"
"3389","16929",7,11,"2011-12-06",1295.39,5,4,2,2,"About to Sleep"
"3391","16931",20,11,"2011-12-04",4604.22,5,5,5,5,"Champions"
"3396","16938",3,12,"2011-12-01",2726.63,4,1,4,4,"Potential Customers"
"3397","16940",3,18,"2011-10-18",3049.88,2,1,4,4,"About to Sleep"
"3398","16942",8,12,"2011-11-27",1894.11,4,4,3,3,"About to Sleep"
"3399","16943",3,41,"2011-05-12",816.73,1,1,1,1,"Lost Customers"
"3400","16945",13,13,"2011-11-18",4345.5,4,5,5,5,"Champions"
"3402","16948",3,30,"2011-07-24",435.02,1,1,1,1,"Lost Customers"
"3403","16949",6,11,"2011-12-06",1286.27,5,3,2,2,"About to Sleep"
"3404","16950",3,18,"2011-10-14",1178.56,2,1,2,2,"About to Sleep"
"3405","16951",3,30,"2011-07-28",1277.75,1,1,2,2,"Hibernating"
"3408","16954",8,10,"2011-12-09",2085.08,5,4,3,3,"About to Sleep"
"3409","16955",4,37,"2011-06-08",518.67,1,2,1,1,"About to Sleep"
"3413","16960",3,16,"2011-11-01",507.05,2,1,1,1,"About to Sleep"
"3417","16966",7,12,"2011-12-01",2154.97,4,4,3,3,"About to Sleep"
"3420","16969",3,16,"2011-10-31",650.41,2,1,1,1,"About to Sleep"
"3424","16979",6,11,"2011-12-06",1852,5,3,3,3,"About to Sleep"
"3427","16983",7,12,"2011-11-27",1931.25,4,4,3,3,"About to Sleep"
"3429","16985",7,13,"2011-11-22",5464.12,4,4,5,5,"Champions"
"3431","16987",6,11,"2011-12-06",1625.05,5,3,3,3,"About to Sleep"
"3433","16989",6,11,"2011-12-02",1133.25,5,3,2,2,"About to Sleep"
"3435","16992",5,12,"2011-11-29",1614.31,4,3,3,3,"About to Sleep"
"3437","16996",5,15,"2011-11-09",1456.96,3,3,3,3,"Need Attention"
"3438","16997",3,52,"2011-02-24",702,1,1,1,1,"Lost Customers"
"3439","16998",3,32,"2011-07-13",294.52,1,1,1,1,"Lost Customers"
"3441","17001",11,10,"2011-12-09",3989.57,5,5,5,5,"Champions"
"3442","17002",3,23,"2011-09-15",1493.73,1,1,3,3,"About to Sleep"
"3444","17006",4,11,"2011-12-05",781.78,5,2,1,1,"About to Sleep"
"3445","17007",5,18,"2011-10-20",889.93,2,3,2,2,"Need Attention"
"3448","17014",3,12,"2011-12-01",565.58,4,1,1,1,"Promising Customers"
"3449","17015",3,14,"2011-11-11",1842.56,3,1,3,3,"Potential Customers"
"3450","17017",16,11,"2011-12-07",8671.46,5,5,5,5,"Champions"
"3452","17019",4,12,"2011-11-28",1272.61,4,2,2,2,"Promising Customers"
"3454","17024",3,17,"2011-10-25",95.85,2,1,1,1,"About to Sleep"
"3457","17027",4,22,"2011-09-22",877.09,1,2,2,2,"Hibernating"
"3461","17033",3,23,"2011-09-14",1030.14,1,1,2,2,"Hibernating"
"3462","17034",3,13,"2011-11-23",745.52,4,1,1,1,"Promising Customers"
"3467","17041",3,14,"2011-11-13",1065.77,3,1,2,2,"Promising Customers"
"3468","17042",5,11,"2011-12-07",1044.38,5,3,2,2,"About to Sleep"
"3469","17043",4,15,"2011-11-07",1735.18,3,2,3,3,"Need Attention"
"3471","17045",3,27,"2011-08-18",339.44,1,1,1,1,"Lost Customers"
"3474","17048",3,27,"2011-08-14",925.35,1,1,2,2,"Hibernating"
"3475","17049",8,11,"2011-12-07",5659.98,5,4,5,5,"Champions"
"3476","17050",6,24,"2011-09-04",3228.84,1,3,4,4,"About to Sleep"
"3480","17054",5,14,"2011-11-11",1356.33,3,3,2,2,"Need Attention"
"3481","17058",3,22,"2011-09-19",1179.89,1,1,2,2,"Hibernating"
"3482","17059",5,15,"2011-11-10",3095.04,3,3,4,4,"About to Sleep"
"3484","17061",8,21,"2011-09-27",5171.57,1,4,5,5,"About to Sleep"
"3485","17062",4,55,"2011-01-30",534.47,1,2,1,1,"About to Sleep"
"3486","17063",4,13,"2011-11-18",1461.14,4,2,3,3,"Potential Customers"
"3487","17064",3,19,"2011-10-12",859.35,2,1,2,2,"About to Sleep"
"3489","17068",20,12,"2011-11-27",4535.64,4,5,5,5,"Champions"
"3490","17069",6,14,"2011-11-11",2678.86,3,3,4,4,"About to Sleep"
"3492","17071",8,14,"2011-11-11",2429.03,3,4,4,4,"Loyal Customers"
"3493","17073",4,13,"2011-11-22",1446.09,4,2,3,3,"Potential Customers"
"3494","17075",4,13,"2011-11-22",813.77,4,2,1,1,"Promising Customers"
"3495","17076",3,16,"2011-11-03",841.08,2,1,1,1,"About to Sleep"
"3501","17083",3,26,"2011-08-22",1405.78,1,1,3,3,"About to Sleep"
"3503","17085",5,28,"2011-08-08",1555.05,1,3,3,3,"About to Sleep"
"3504","17086",6,11,"2011-12-02",2050.08,5,3,3,3,"About to Sleep"
"3505","17088",4,14,"2011-11-11",1991.01,3,2,3,3,"Need Attention"
"3506","17090",7,11,"2011-12-05",2043.95,5,4,3,3,"About to Sleep"
"3507","17091",7,11,"2011-12-07",3827.76,5,4,5,5,"Champions"
"3508","17092",4,18,"2011-10-20",1777.78,2,2,3,3,"Need Attention"
"3510","17095",3,14,"2011-11-17",1306.31,3,1,2,2,"Promising Customers"
"3511","17096",4,13,"2011-11-24",1022.13,4,2,2,2,"Promising Customers"
"3512","17097",6,11,"2011-12-07",941.17,5,3,2,2,"About to Sleep"
"3514","17101",4,12,"2011-11-29",1621.73,4,2,3,3,"Potential Customers"
"3517","17107",5,15,"2011-11-06",10815.43,3,3,5,5,"About to Sleep"
"3518","17109",4,15,"2011-11-10",885.04,3,2,2,2,"Need Attention"
"3521","17114",7,11,"2011-12-04",763.12,5,4,1,1,"About to Sleep"
"3522","17115",3,12,"2011-12-01",837.5,4,1,1,1,"Promising Customers"
"3531","17126",3,32,"2011-07-10",991.85,1,1,2,2,"Hibernating"
"3533","17131",4,11,"2011-12-04",2463.17,5,2,4,4,"About to Sleep"
"3534","17133",6,13,"2011-11-24",4892.24,4,3,5,5,"About to Sleep"
"3536","17135",5,13,"2011-11-23",1139.73,4,3,2,2,"About to Sleep"
"3538","17139",9,13,"2011-11-24",10668.47,4,4,5,5,"Champions"
"3542","17146",3,25,"2011-08-26",749.78,1,1,1,1,"Lost Customers"
"3543","17147",4,14,"2011-11-17",1714.59,3,2,3,3,"Need Attention"
"3550","17158",3,15,"2011-11-07",1266.97,3,1,2,2,"Promising Customers"
"3551","17159",3,13,"2011-11-18",1538.88,4,1,3,3,"Potential Customers"
"3552","17160",6,15,"2011-11-08",3518.03,3,3,4,4,"About to Sleep"
"3553","17162",6,14,"2011-11-11",1715.46,3,3,3,3,"Need Attention"
"3555","17164",5,15,"2011-11-07",2467.35,3,3,4,4,"About to Sleep"
"3561","17173",7,11,"2011-12-04",3766.6,5,4,4,4,"Champions"
"3563","17175",4,17,"2011-10-26",1443.69,2,2,3,3,"Need Attention"
"3565","17179",3,36,"2011-06-14",711.79,1,1,1,1,"Lost Customers"
"3566","17180",3,18,"2011-10-14",780.38,2,1,1,1,"About to Sleep"
"3568","17183",6,11,"2011-12-02",3347.31,5,3,4,4,"About to Sleep"
"3571","17188",6,12,"2011-11-28",2474.23,4,3,4,4,"About to Sleep"
"3574","17191",5,14,"2011-11-11",2095.13,3,3,3,3,"Need Attention"
"3575","17193",5,15,"2011-11-04",1699.3,3,3,3,3,"Need Attention"
"3578","17198",3,14,"2011-11-16",692.22,3,1,1,1,"Promising Customers"
"3580","17203",3,15,"2011-11-04",3563.85,3,1,4,4,"Potential Customers"
"3581","17204",3,35,"2011-06-17",1564.56,1,1,3,3,"About to Sleep"
"3584","17211",8,14,"2011-11-13",2299.67,3,4,4,4,"Loyal Customers"
"3586","17213",6,16,"2011-10-30",2781.23,2,3,4,4,"About to Sleep"
"3587","17214",6,19,"2011-10-10",984.12,2,3,2,2,"Need Attention"
"3589","17218",10,11,"2011-12-05",1960.72,5,5,3,3,"About to Sleep"
"3591","17220",10,14,"2011-11-15",3198.25,3,5,4,4,"Loyal Customers"
"3596","17227",6,13,"2011-11-21",939.32,4,3,2,2,"About to Sleep"
"3597","17228",8,13,"2011-11-24",1906.09,4,4,3,3,"About to Sleep"
"3599","17230",4,48,"2011-03-20",3476.17,1,2,4,4,"About to Sleep"
"3600","17231",10,12,"2011-11-27",3127.82,4,5,4,4,"Champions"
"3605","17236",6,12,"2011-11-27",916.13,4,3,2,2,"About to Sleep"
"3607","17238",15,11,"2011-12-07",3744.65,5,5,4,4,"Champions"
"3610","17243",26,11,"2011-12-08",8628.55,5,5,5,5,"Champions"
"3623","17262",4,18,"2011-10-18",1253.36,2,2,2,2,"Need Attention"
"3626","17266",3,11,"2011-12-07",310.64,5,1,1,1,"Recent Customers"
"3628","17268",4,26,"2011-08-24",763.64,1,2,1,1,"About to Sleep"
"3629","17272",4,16,"2011-10-28",2148.63,2,2,3,3,"Need Attention"
"3634","17282",3,29,"2011-08-01",1703.41,1,1,3,3,"About to Sleep"
"3635","17284",6,19,"2011-10-10",1641.68,2,3,3,3,"Need Attention"
"3637","17287",7,14,"2011-11-13",1064.11,3,4,2,2,"About to Sleep"
"3638","17288",7,12,"2011-11-30",1419.73,4,4,3,3,"About to Sleep"
"3639","17289",3,15,"2011-11-08",936.16,3,1,2,2,"Promising Customers"
"3642","17293",8,12,"2011-12-01",1875.11,4,4,3,3,"About to Sleep"
"3646","17299",4,12,"2011-11-28",669.11,4,2,1,1,"Promising Customers"
"3648","17302",5,12,"2011-11-25",1135.63,4,3,2,2,"About to Sleep"
"3650","17306",15,12,"2011-11-29",8631.31,4,5,5,5,"Champions"
"3654","17312",3,30,"2011-07-24",644.3,1,1,1,1,"Lost Customers"
"3656","17314",8,14,"2011-11-15",2527.92,3,4,4,4,"Loyal Customers"
"3657","17315",35,11,"2011-12-08",6211.96,5,5,5,5,"Champions"
"3659","17320",3,25,"2011-08-31",1200.62,1,1,2,2,"Hibernating"
"3661","17323",6,13,"2011-11-20",911.07,4,3,2,2,"About to Sleep"
"3662","17324",4,13,"2011-11-22",990.23,4,2,2,2,"Promising Customers"
"3669","17337",4,32,"2011-07-11",1944.32,1,2,3,3,"About to Sleep"
"3670","17338",8,13,"2011-11-22",6612.18,4,4,5,5,"Champions"
"3672","17340",8,15,"2011-11-10",12086.17,3,4,5,5,"Loyal Customers"
"3676","17345",3,13,"2011-11-24",537.74,4,1,1,1,"Promising Customers"
"3677","17346",14,11,"2011-12-06",2611.58,5,5,4,4,"Champions"
"3679","17348",5,12,"2011-11-25",1159.52,4,3,2,2,"About to Sleep"
"3681","17350",3,12,"2011-12-01",1256.19,4,1,2,2,"Promising Customers"
"3682","17351",3,16,"2011-11-03",587.15,2,1,1,1,"About to Sleep"
"3690","17361",3,17,"2011-10-21",488.2,2,1,1,1,"About to Sleep"
"3692","17364",10,10,"2011-12-09",4481.18,5,5,5,5,"Champions"
"3693","17365",7,12,"2011-11-27",4801.56,4,4,5,5,"Champions"
"3695","17368",8,14,"2011-11-16",1912.67,3,4,3,3,"About to Sleep"
"3696","17370",4,21,"2011-09-28",446.18,1,2,1,1,"About to Sleep"
"3698","17372",8,16,"2011-10-30",1342.68,2,4,2,2,"About to Sleep"
"3699","17373",4,16,"2011-10-30",646.92,2,2,1,1,"About to Sleep"
"3701","17375",3,39,"2011-05-24",400.1,1,1,1,1,"Lost Customers"
"3703","17377",20,14,"2011-11-16",4100.92,3,5,5,5,"Loyal Customers"
"3705","17381",20,12,"2011-12-01",20275.61,4,5,5,5,"Champions"
"3710","17386",4,11,"2011-12-02",2686.42,5,2,4,4,"About to Sleep"
"3712","17388",4,21,"2011-09-23",1259.56,1,2,2,2,"Hibernating"
"3713","17389",32,10,"2011-12-09",31786.53,5,5,5,5,"Champions"
"3717","17396",4,16,"2011-10-31",7330.8,2,2,5,5,"About to Sleep"
"3719","17398",3,27,"2011-08-17",653.38,1,1,1,1,"Lost Customers"
"3720","17400",5,28,"2011-08-05",2129.96,1,3,3,3,"About to Sleep"
"3721","17402",12,11,"2011-12-05",2633.85,5,5,4,4,"Champions"
"3723","17404",12,14,"2011-11-14",30358.42,3,5,5,5,"Loyal Customers"
"3724","17405",3,11,"2011-12-08",1031.41,5,1,2,2,"About to Sleep"
"3728","17410",5,13,"2011-11-23",1214.72,4,3,2,2,"About to Sleep"
"3729","17411",3,12,"2011-11-27",778.94,4,1,1,1,"Promising Customers"
"3730","17412",7,11,"2011-12-07",1258.06,5,4,2,2,"About to Sleep"
"3733","17416",7,15,"2011-11-10",6893.42,3,4,5,5,"Loyal Customers"
"3735","17419",11,12,"2011-11-28",4226.57,4,5,5,5,"Champions"
"3736","17420",3,18,"2011-10-20",598.83,2,1,1,1,"About to Sleep"
"3737","17422",6,13,"2011-11-23",1979.37,4,3,3,3,"About to Sleep"
"3740","17426",4,12,"2011-12-01",5037.26,4,2,5,5,"About to Sleep"
"3742","17428",21,10,"2011-12-09",17256.85,5,5,5,5,"Champions"
"3743","17429",3,29,"2011-08-03",524.92,1,1,1,1,"Lost Customers"
"3748","17434",7,11,"2011-12-07",2373.82,5,4,4,4,"Champions"
"3752","17442",6,16,"2011-11-03",2248.56,2,3,4,4,"About to Sleep"
"3754","17444",3,31,"2011-07-15",2940.04,1,1,4,4,"Very Valuable"
"3758","17449",6,11,"2011-12-07",2520.86,5,3,4,4,"About to Sleep"
"3759","17450",27,12,"2011-12-01",194493.05,4,5,5,5,"Champions"
"3760","17451",5,11,"2011-12-08",1721.4,5,3,3,3,"About to Sleep"
"3762","17454",4,38,"2011-05-31",517.53,1,2,1,1,"About to Sleep"
"3765","17457",5,28,"2011-08-05",1737.7,1,3,3,3,"About to Sleep"
"3768","17460",6,24,"2011-09-06",622.43,1,3,1,1,"About to Sleep"
"3771","17463",5,13,"2011-11-23",1896.41,4,3,3,3,"About to Sleep"
"3775","17469",5,13,"2011-11-23",1870.97,4,3,3,3,"About to Sleep"
"3776","17470",5,17,"2011-10-26",1125.07,2,3,2,2,"Need Attention"
"3777","17472",3,38,"2011-06-01",710.29,1,1,1,1,"Lost Customers"
"3780","17481",4,11,"2011-12-06",1255.59,5,2,2,2,"About to Sleep"
"3781","17483",3,20,"2011-10-05",414.04,2,1,1,1,"About to Sleep"
"3784","17490",5,10,"2011-12-09",2028.79,5,3,3,3,"About to Sleep"
"3785","17491",10,11,"2011-12-08",3558.87,5,5,4,4,"Champions"
"3791","17500",3,13,"2011-11-22",1138,4,1,2,2,"Promising Customers"
"3793","17502",4,12,"2011-11-30",689.1,4,2,1,1,"Promising Customers"
"3795","17504",6,40,"2011-05-17",2997.03,1,3,4,4,"About to Sleep"
"3800","17509",3,19,"2011-10-13",6100.74,2,1,5,5,"About to Sleep"
"3802","17511",28,11,"2011-12-07",88260.49,5,5,5,5,"Champions"
"3803","17512",10,14,"2011-11-11",2924.99,3,5,4,4,"Loyal Customers"
"3806","17515",4,15,"2011-11-08",639.02,3,2,1,1,"Promising Customers"
"3807","17516",4,13,"2011-11-24",768.08,4,2,1,1,"Promising Customers"
"3809","17519",6,13,"2011-11-22",1844.02,4,3,3,3,"About to Sleep"
"3811","17521",3,15,"2011-11-10",723.21,3,1,1,1,"Promising Customers"
"3812","17522",5,11,"2011-12-08",1070.71,5,3,2,2,"About to Sleep"
"3813","17523",3,12,"2011-11-28",652.74,4,1,1,1,"Promising Customers"
"3816","17526",3,11,"2011-12-05",1184.1,5,1,2,2,"About to Sleep"
"3817","17527",4,18,"2011-10-17",939.37,2,2,2,2,"Need Attention"
"3818","17528",7,11,"2011-12-08",3628.5,5,4,4,4,"Champions"
"3819","17530",9,11,"2011-12-08",2385,5,4,4,4,"Champions"
"3836","17554",5,11,"2011-12-08",1952.45,5,3,3,3,"About to Sleep"
"3839","17557",3,12,"2011-11-25",541.46,4,1,1,1,"Promising Customers"
"3840","17560",4,24,"2011-09-06",854.95,1,2,2,2,"Hibernating"
"3842","17562",7,12,"2011-11-25",1122.38,4,4,2,2,"About to Sleep"
"3843","17564",3,14,"2011-11-15",454.01,3,1,1,1,"Promising Customers"
"3845","17567",8,11,"2011-12-02",4331.48,5,4,5,5,"Champions"
"3847","17571",4,18,"2011-10-20",1498.51,2,2,3,3,"Need Attention"
"3848","17572",4,21,"2011-09-29",226.75,1,2,1,1,"About to Sleep"
"3851","17576",18,12,"2011-12-01",3457.78,4,5,4,4,"Champions"
"3853","17579",3,11,"2011-12-05",448.9,5,1,1,1,"Recent Customers"
"3854","17580",3,46,"2011-04-01",215.72,1,1,1,1,"Lost Customers"
"3855","17581",10,10,"2011-12-09",11045.04,5,5,5,5,"Champions"
"3858","17585",4,26,"2011-08-22",1133.07,1,2,2,2,"Hibernating"
"3859","17588",3,25,"2011-08-31",1240.2,1,1,2,2,"Hibernating"
"3860","17589",4,19,"2011-10-10",2404.17,2,2,4,4,"About to Sleep"
"3861","17590",3,11,"2011-12-07",1479.22,5,1,3,3,"About to Sleep"
"3862","17591",7,21,"2011-09-27",2225.97,1,4,4,4,"About to Sleep"
"3863","17593",5,11,"2011-12-06",3927.34,5,3,5,5,"About to Sleep"
"3866","17596",7,14,"2011-11-16",2827.93,3,4,4,4,"Loyal Customers"
"3870","17602",6,11,"2011-12-07",5102.97,5,3,5,5,"About to Sleep"
"3874","17609",4,16,"2011-10-30",1103.92,2,2,2,2,"Need Attention"
"3875","17611",14,11,"2011-12-02",3979.12,5,5,5,5,"Champions"
"3876","17612",6,18,"2011-10-17",2048.45,2,3,3,3,"Need Attention"
"3877","17613",11,14,"2011-11-17",4509.37,3,5,5,5,"Loyal Customers"
"3879","17615",3,29,"2011-08-01",329.6,1,1,1,1,"Lost Customers"
"3880","17616",3,35,"2011-06-19",571.2,1,1,1,1,"Lost Customers"
"3881","17618",3,11,"2011-12-04",971.58,5,1,2,2,"About to Sleep"
"3884","17621",3,13,"2011-11-18",1379.9,4,1,2,2,"Promising Customers"
"3887","17625",4,13,"2011-11-21",2047,4,2,3,3,"Potential Customers"
"3889","17629",8,11,"2011-12-04",1814.12,5,4,3,3,"About to Sleep"
"3891","17631",3,11,"2011-12-08",528.33,5,1,1,1,"Recent Customers"
"3892","17633",4,15,"2011-11-08",1324.84,3,2,2,2,"Need Attention"
"3893","17634",9,16,"2011-11-03",2361.97,2,4,4,4,"Loyal Customers"
"3900","17644",8,11,"2011-12-08",2895.64,5,4,4,4,"Champions"
"3901","17646",3,42,"2011-05-04",1008.39,1,1,2,2,"Hibernating"
"3903","17648",3,19,"2011-10-10",1797.5,2,1,3,3,"About to Sleep"
"3906","17651",9,12,"2011-11-28",3927.15,4,4,5,5,"Champions"
"3907","17652",12,14,"2011-11-14",4867.72,3,5,5,5,"Loyal Customers"
"3908","17653",4,16,"2011-11-03",1207.56,2,2,2,2,"Need Attention"
"3910","17655",7,12,"2011-11-29",2638.94,4,4,4,4,"Champions"
"3911","17656",5,21,"2011-09-27",1674.69,1,3,3,3,"About to Sleep"
"3913","17659",12,13,"2011-11-22",2999.46,4,5,4,4,"Champions"
"3915","17663",7,14,"2011-11-14",1802.91,3,4,3,3,"About to Sleep"
"3918","17667",4,20,"2011-10-04",2055.51,2,2,3,3,"Need Attention"
"3920","17669",7,16,"2011-10-28",3406.72,2,4,4,4,"Loyal Customers"
"3922","17671",4,13,"2011-11-24",1572.71,4,2,3,3,"Potential Customers"
"3924","17673",6,11,"2011-12-08",1622.22,5,3,3,3,"About to Sleep"
"3926","17675",29,11,"2011-12-08",20298.68,5,5,5,5,"Champions"
"3927","17676",6,11,"2011-12-05",1387.68,5,3,3,3,"About to Sleep"
"3928","17677",18,11,"2011-12-08",16361.58,5,5,5,5,"Champions"
"3932","17682",6,12,"2011-11-29",2474.33,4,3,4,4,"About to Sleep"
"3934","17685",7,13,"2011-11-23",3191.53,4,4,4,4,"Champions"
"3935","17686",5,11,"2011-12-02",5739.46,5,3,5,5,"About to Sleep"
"3936","17690",14,15,"2011-11-09",4748.45,3,5,5,5,"Loyal Customers"
"3938","17692",4,29,"2011-08-04",740.94,1,2,1,1,"About to Sleep"
"3942","17696",7,16,"2011-11-01",2285.71,2,4,4,4,"Loyal Customers"
"3945","17700",4,13,"2011-11-23",2534.64,4,2,4,4,"Potential Customers"
"3947","17702",4,15,"2011-11-09",1824.37,3,2,3,3,"Need Attention"
"3948","17703",3,15,"2011-11-04",798.74,3,1,1,1,"Promising Customers"
"3950","17705",9,11,"2011-12-06",1823.52,5,4,3,3,"About to Sleep"
"3951","17706",12,11,"2011-12-05",10488.65,5,5,5,5,"Champions"
"3959","17716",9,14,"2011-11-17",5655.99,3,4,5,5,"Loyal Customers"
"3961","17719",15,16,"2011-11-02",5396.04,2,5,5,5,"Loyal Customers"
"3962","17720",4,14,"2011-11-13",1195.94,3,2,2,2,"Need Attention"
"3963","17722",4,24,"2011-09-04",2424.04,1,2,4,4,"About to Sleep"
"3964","17723",6,29,"2011-08-04",3276.4,1,3,4,4,"About to Sleep"
"3965","17724",3,21,"2011-09-29",1033,1,1,2,2,"Hibernating"
"3966","17725",11,13,"2011-11-23",3425.28,4,5,4,4,"Champions"
"3968","17728",3,11,"2011-12-06",2876.01,5,1,4,4,"About to Sleep"
"3969","17730",13,11,"2011-12-06",5298.48,5,5,5,5,"Champions"
"3970","17731",3,22,"2011-09-21",1240.11,1,1,2,2,"Hibernating"
"3973","17734",3,18,"2011-10-17",700.63,2,1,1,1,"About to Sleep"
"3974","17735",18,11,"2011-12-07",13110.02,5,5,5,5,"Champions"
"3975","17736",3,12,"2011-11-30",377.44,4,1,1,1,"Promising Customers"
"3977","17738",3,13,"2011-11-20",1879.05,4,1,3,3,"Potential Customers"
"3978","17739",7,12,"2011-11-28",2791.35,4,4,4,4,"Champions"
"3980","17744",6,11,"2011-12-06",2322.4,5,3,4,4,"About to Sleep"
"3984","17750",9,11,"2011-12-04",1797.57,5,4,3,3,"About to Sleep"
"3986","17754",5,10,"2011-12-09",1739.92,5,3,3,3,"About to Sleep"
"3987","17757",30,11,"2011-12-08",5585.49,5,5,5,5,"Champions"
